Book_Name,Author,5_star,Ratings,Reviews
The Time of the Doves,Mercè Rodoreda,3.84,"9,107",783,"2,745","3,337","2,090",661,274
On Death and Dying,Elisabeth Kubler-Ross,4.16,"25,821",687,"11,031","9,206","4,579",809,196
"This Way for the Gas, Ladies and Gentlemen",Tadeusz Borowski,4.13,"8,348",576,"3,479","3,074","1,316",337,142
The Ogre,Michel Tournier,4.04,"1,992",131,784,692,371,100,45
A Pale View of Hills,Kazuo Ishiguro,3.78,"29,204","3,054","6,212","12,797","8,168","1,702",325
New Selected Poems 1966-1987,Seamus Heaney,4.18,"2,751",110,"1,178","1,032",432,87,22
Stop-Time,Frank Conroy,3.94,"2,290",240,751,877,476,138,48
Couples,John Updike,3.58,"5,304",381,"1,053","1,893","1,656",501,201
The Emerald City of Oz,L. Frank Baum,3.87,"10,330",506,"3,049","3,616","3,012",553,100
The Air-Conditioned Nightmare,Henry Miller,3.82,"3,243",209,899,"1,236",795,238,75
The Book of Ruth,Jane Hamilton,3.86,"66,966","1,449","19,012","25,945","16,753","3,849","1,407"
"Stalingrad: The Fateful Siege, 1942–1943",Antony Beevor,4.32,"34,557","1,282","17,044","12,636","3,937",624,316
Poor Fellow My Country,Xavier Herbert,4.06,197,28,75,76,33,9,4
"Little Man, What Now?",Hans Fallada,4.00,"4,979",441,"1,599","2,111","1,005",212,52
The Penultimate Truth,Philip K. Dick,3.78,"9,184",595,"2,001","3,849","2,720",511,103
The Tracker,Tom Brown Jr.,4.19,"1,774",161,786,641,270,50,27
Four Essays on Liberty,Isaiah Berlin,4.15,"1,034",51,434,386,162,39,13
The Chocolate War,Robert Cormier,3.49,"43,840","3,352","8,880","14,016","13,215","5,187","2,542"
Sharpe's Eagle,Bernard Cornwell,4.29,"14,000",382,"6,299","5,666","1,864",142,29
A Time of Exile,Katharine Kerr,4.02,"7,008",83,"2,419","2,715","1,543",261,70
Underground: The Tokyo Gas Attack and the Japanese Psyche,Haruki Murakami,3.91,"18,213","1,461","4,927","7,755","4,584",813,134
The Sword of Shannara Trilogy,Terry Brooks,3.96,"23,345",485,"8,881","7,597","4,690","1,457",720
Palace Walk,Naguib Mahfouz,4.19,"18,212","2,020","8,030","6,660","2,674",612,236
The Ten Thousand Things,Maria Dermoût,3.82,"1,388",254,393,514,339,116,26
My Cousin Rachel,Daphne du Maurier,3.99,"53,178","5,817","16,171","23,350","11,082","2,005",570
Last Orders,Graham Swift,3.67,"13,610",653,"2,944","5,159","3,975","1,153",379
"The Notebook, The Proof, The Third Lie: Three Novels",Ágota Kristóf,4.41,"20,347","2,214","11,512","6,478","1,747",459,151
Looking for Alibrandi,Melina Marchetta,3.89,"23,206","1,673","6,747","9,256","5,570","1,226",407
The King of Elfland's Daughter,Lord Dunsany,3.83,"7,109",743,"2,212","2,348","1,865",518,166
Amok and Other Stories,Stefan Zweig,4.17,"4,138",153,"1,674","1,650",685,100,29
Poems of Fernando Pessoa,Fernando Pessoa,4.50,"3,777",133,"2,356","1,014",340,57,10
Tisha: The Wonderful True Love Story of a Young Teacher in the Alaskan Wilderness,Robert Specht,4.32,"8,025",989,"3,932","2,936","1,007",109,41
Laura: The Life of Laura Ingalls Wilder,Donald Zochert,4.12,"5,824",141,"2,681","1,642","1,144",246,111
New American Standard Bible,Anonymous,4.63,"5,558",398,"4,527",477,248,128,178
The Sound of the Mountain,Yasunari Kawabata,3.87,"7,350",659,"2,114","2,860","1,795",477,104
Way of the Peaceful Warrior: A Book That Changes Lives,Dan Millman,4.12,"51,475","2,331","23,697","15,642","8,255","2,631","1,250"
Mistress of Mellyn,Victoria Holt,3.91,"8,771",621,"2,593","3,332","2,380",396,70
The Thief's Journal,Jean Genet,3.96,"4,021",286,"1,399","1,442",856,266,58
When We Were Orphans,Kazuo Ishiguro,3.53,"36,687","3,622","5,499","13,596","13,109","3,697",786
The 13½ Lives of Captain Bluebear,Walter Moers,4.28,"22,071","1,689","11,681","6,459","2,766",813,352
Destination Moon,Hergé,4.21,"14,275",348,"6,468","4,819","2,525",389,74
Excalibur,Bernard Cornwell,4.42,"24,936",961,"13,924","8,112","2,462",318,120
The Tibetan Book of Living and Dying,Sogyal Rinpoche,4.21,"27,982",888,"13,592","8,684","4,163","1,045",498
Guardians of the West,David Eddings,4.10,"52,424",669,"21,094","18,654","10,119","2,027",530
The Great Escape,Paul Brickhill,4.22,"9,277",497,"4,092","3,480","1,407",223,75
Slowness,Milan Kundera,3.63,"17,988","1,297","3,582","6,638","5,727","1,618",423
Green Mars,Kim Stanley Robinson,3.95,"36,438","1,193","11,898","13,890","8,070","1,978",602
"Friday Night Lights: A Town, a Team, and a Dream",H.G. Bissinger,4.14,"57,153","2,922","25,148","19,447","9,133","2,200","1,225"
What's Eating Gilbert Grape,Peter Hedges,4.10,"15,957",711,"6,377","5,801","2,959",618,202
Enemy of God,Bernard Cornwell,4.40,"22,968",903,"12,330","8,073","2,156",266,143
The Rise of Theodore Roosevelt,Edmund Morris,4.22,"52,607","2,069","26,995","15,560","6,286","1,934","1,832"
Tereza Batista: Home from the Wars,Jorge Amado,4.14,"1,779",120,718,679,306,57,19
Adolf Hitler: My Part in His Downfall,Spike Milligan,4.03,"7,864",354,"2,957","2,891","1,498",331,187
Last Chance to See,Douglas Adams,4.31,"23,889","1,368","12,479","7,507","2,956",635,312
Diary of an Early American Boy,Eric Sloane,4.22,761,91,365,247,113,26,10
Mattimeo,Brian Jacques,4.07,"34,088",596,"12,073","13,416","7,526",931,142
The Cherry Orchard,Anton Chekhov,3.68,"37,103","1,517","8,939","12,941","10,804","3,381","1,038"
How to Stop Worrying and Start Living,Dale Carnegie,4.15,"99,574","3,747","45,938","31,239","16,155","4,053","2,189"
The Last of the Wine,Mary Renault,4.05,"5,246",495,"1,971","1,918","1,058",236,63
Seven Plays,Richard Gilman,4.18,"5,245",135,"2,291","1,891",831,163,69
Skallagrigg,William Horwood,4.52,826,109,550,187,65,17,7
Tell Me a Riddle,Tillie Olsen,4.00,"2,273",224,853,763,504,112,41
The Essential Rumi,Rumi,4.39,"45,223","1,287","26,416","12,493","4,621","1,043",650
Eyeless in Gaza,Aldous Huxley,3.88,"2,776",204,796,"1,143",606,177,54
The Ticket That Exploded,William S. Burroughs,3.61,"2,468",126,539,864,732,234,99
The Twelve Chairs,Ilya Ilf,4.40,"22,292",601,"13,175","5,905","2,431",580,201
Written on the Body,Jeanette Winterson,4.07,"27,458","2,113","11,265","9,258","5,026","1,418",491
Enemy at the Gates: The Battle for Stalingrad,William Craig,4.22,"12,976",471,"5,741","4,934","1,871",309,121
Island of the Giant Pokemon,Tracey West,4.28,"1,535",46,929,271,212,84,39
In Search of the Miraculous: Fragments of an Unknown Teaching,P.D. Ouspensky,4.06,"3,247",164,"1,504",933,454,206,150
"Journey of Souls: Case Studies of Life Between Lives, Fifth Revised Edition",Michael   Newton,4.30,"17,483","1,241","9,686","4,731","2,056",628,382
The Potato Factory,Bryce Courtenay,4.13,"10,114",653,"4,165","3,780","1,652",378,139
62: A Model Kit,Julio Cortázar,4.12,"2,592",178,"1,156",809,461,118,48
Murder Is Easy,Agatha Christie,3.77,"23,463","1,747","5,448","9,037","7,332","1,439",207
4:50 from Paddington,Agatha Christie,3.96,"59,052","3,500","17,027","25,447","14,356","1,804",418
Julian,Gore Vidal,4.21,"7,005",526,"3,044","2,706","1,015",180,60
Peachtree Road,Anne Rivers Siddons,3.92,"11,096",263,"3,569","4,046","2,749",523,209
Children of the Mind,Orson Scott Card,3.77,"104,460","2,637","27,747","37,408","29,210","8,061","2,034"
Drawing Blood,Poppy Z. Brite,4.02,"10,197",414,"4,085","3,286","2,021",592,213
The Song of Bernadette,Franz Werfel,4.18,"1,032",118,467,347,166,37,15
Made in America,Bill Bryson,3.91,"14,601",929,"4,017","6,170","3,678",616,120
Heretics of Dune,Frank Herbert,3.88,"71,595","2,025","21,976","25,652","18,179","4,668","1,120"
"The Secret Diary of Adrian Mole, Aged 13 3/4",Sue Townsend,3.88,"47,134","2,010","14,187","17,718","11,412","2,924",893
Dalva,Jim Harrison,4.18,"3,742",318,"1,683","1,301",549,154,55
The Fionavar Tapestry,Guy Gavriel Kay,4.23,"7,296",278,"3,671","2,185","1,032",271,137
Samarkand,Amin Maalouf,4.24,"26,527","2,215","11,999","9,985","3,577",750,216
The Dosadi Experiment,Frank Herbert,3.82,"7,274",232,"2,044","2,592","2,040",503,95
The Riders,Tim Winton,3.61,"6,514",519,"1,337","2,442","1,875",605,255
The Power of Your Subconscious Mind,Joseph Murphy,4.09,"67,108","4,503","30,473","20,161","10,628","3,564","2,282"
Angelique,Anne Golon,4.18,"2,852",179,"1,350",869,477,113,43
Valencia,Michelle Tea,3.77,"5,462",332,"1,577","1,879","1,355",454,197
The Path to Power,Robert A. Caro,4.37,"22,469","1,234","13,751","5,313","1,961",749,695
Dance Dance Dance,Haruki Murakami,4.05,"81,370","4,775","27,098","35,001","15,866","2,844",561
Desperation,Stephen King,3.85,"134,551","3,431","41,925","45,349","34,735","9,805","2,737"
Incidences,Daniil Kharms,4.23,"1,814",111,894,569,245,81,25
Lamb to the Slaughter and Other Stories,Roald Dahl,4.21,"3,591",207,"1,588","1,322",553,105,23
Morte D'Urban,J.F. Powers,3.83,919,125,266,338,227,69,19
Introduction to Objectivist Epistemology,Ayn Rand,4.01,"1,827",83,830,471,324,116,86
HMS Ulysses,Alistair MacLean,4.07,"6,918",378,"2,736","2,332","1,491",307,52
"Ramona Quimby, Age 8",Beverly Cleary,4.10,"71,033","1,740","29,431","24,101","13,826","2,566","1,109"
"A History of God: The 4,000-Year Quest of Judaism, Christianity, and Islam",Karen Armstrong,3.88,"48,289","1,644","17,431","15,389","10,095","2,976","2,398"
Swami and Friends,R.K. Narayan,4.22,"12,772",558,"5,639","4,886","1,807",310,130
Spark of Life: A Novel of Resistance,Erich Maria Remarque,4.52,"5,038",242,"3,205","1,344",408,68,13
Hercule Poirot's Christmas,Agatha Christie,3.98,"70,342","6,373","19,857","31,822","16,517","1,883",263
I Am the Cheese,Robert Cormier,3.76,"16,066","1,754","4,360","5,871","4,068","1,218",549
The Troublesome Offspring of Cardinal Guzmán,Louis de Bernières,4.13,"3,533",136,"1,348","1,470",569,115,31
"The Pianist: The Extraordinary Story of One Man's Survival in Warsaw, 1939–45",Władysław Szpilman,4.23,"75,452","1,535","37,698","23,893","9,597","2,412","1,852"
Emil i Lönneberga,Astrid Lindgren,4.32,"9,537",250,"4,957","3,000","1,327",208,45
"Pale Horse, Pale Rider",Katherine Anne Porter,3.99,"4,005",597,"1,323","1,616",814,201,51
I and Thou,Walter Kaufmann,4.07,"10,856",554,"4,772","3,284","1,902",612,286
A Spaniard in the Works,John Lennon,3.86,"1,449",77,483,464,359,106,37
The Story Girl,L.M. Montgomery,3.98,"10,752",713,"3,705","3,814","2,656",466,111
Contempt,Angus Davidson,3.94,"4,600",459,"1,435","1,822","1,043",241,59
A Kestrel For A Knave,Barry Hines,4.04,"6,021",474,"2,252","2,244","1,135",298,92
Warriors Don't Cry: A Searing Memoir of the Battle to Integrate Little Rock's Central High,Melba Pattillo Beals,4.16,"14,283","1,717","6,387","4,922","2,146",546,282
Our Ancestors: Cloven Viscount; Baron in the Trees; Non-Existent Knight,Italo Calvino,4.26,"3,194",200,"1,501","1,151",424,93,25
Crash,J.G. Ballard,3.59,"23,913","1,790","5,796","8,019","6,004","2,762","1,332"
The Story of Junk,Linda Yablonsky,3.81,384,43,106,139,106,26,7
The Beautiful and Damned,F. Scott Fitzgerald,3.74,"53,799","3,552","12,790","20,378","15,371","4,202","1,058"
The Ground Beneath Her Feet,Salman Rushdie,3.80,"11,502",673,"3,300","4,100","2,877",926,299
Hitler: A Study in Tyranny,Alan Bullock,4.12,"1,529",84,607,589,267,49,17
A Deepness in the Sky,Vernor Vinge,4.31,"31,778","1,160","16,185","10,749","3,747",807,290
Sounder,William H. Armstrong,3.97,"29,632","1,357","10,812","9,892","6,756","1,594",578
Keeping Faith,Jodi Picoult,3.81,"82,684","3,996","21,399","31,556","23,227","5,304","1,198"
"Remembrance of Things Past: Volume III - The Captive, The Fugitive, & Time Regained",Marcel Proust,4.54,891,77,616,176,69,22,8
What a Carve Up!,Jonathan Coe,4.11,"11,062",767,"4,343","4,327","1,818",438,136
Immortal in Death,J.D. Robb,4.28,"52,542","2,181","24,611","19,399","7,497",799,236
Waterland,Graham Swift,3.91,"8,756",718,"2,951","3,150","1,802",596,257
A Rage in Harlem,Chester Himes,3.90,"5,859",528,"1,604","2,504","1,399",280,72
Surprised by Joy: The Shape of My Early Life,C.S. Lewis,4.06,"59,971","2,326","25,050","19,934","10,188","2,865","1,934"
"The Spirit Catches You and You Fall Down: A Hmong Child, Her American Doctors, and the Collision of Two Cultures",Anne Fadiman,4.19,"78,689","5,329","35,190","28,256","11,394","2,682","1,167"
"The Grass Harp, Including A Tree of Night and Other Stories",Truman Capote,4.01,"5,840",300,"1,949","2,313","1,312",216,50
A Perfect Spy,John le Carré,4.00,"19,557","1,028","6,657","7,695","3,984",893,328
Galileo,Bertolt Brecht,3.68,"15,031",571,"3,572","5,394","4,194","1,409",462
Cronopios and Famas,Julio Cortázar,4.25,"16,452",966,"7,839","5,599","2,380",475,159
"Life, the Universe and Everything",Douglas Adams,4.18,"221,599","4,481","95,915","79,078","38,987","6,350","1,269"
Sixty Stories,Donald Barthelme,4.19,"5,803",372,"2,702","1,917",850,242,92
Hari-Hari Bahagia di Bullerbyn,Astrid Lindgren,4.16,851,37,367,286,169,25,4
Anne Frank Beyond the Diary: A Photographic Remembrance,Ruud van der Rol,4.28,"25,696",285,"13,784","7,171","3,423",775,543
The Divine Invasion,Philip K. Dick,3.82,"8,270",488,"2,160","3,215","2,237",539,119
A Single Man,Christopher Isherwood,4.08,"30,240","2,625","11,589","11,628","5,346","1,245",432
Keeping the Moon,Sarah Dessen,3.85,"66,326","2,952","20,586","21,981","18,066","4,499","1,194"
The 7 Habits Of Highly Effective Teens,Sean Covey,4.05,"34,211","2,469","15,072","10,292","5,688","1,874","1,285"
Tales of a Fourth Grade Nothing,Judy Blume,4.11,"136,811","3,200","58,435","44,990","25,666","5,109","2,611"
A Charlie Brown Christmas,Charles M. Schulz,4.49,"17,343",332,"11,785","3,215","1,684",380,279
The Public Burning,Robert Coover,4.02,"1,310",136,504,463,239,75,29
My Lady Notorious,Jo Beverley,3.90,"3,168",238,"1,005","1,136",800,173,54
Executive Orders,Tom Clancy,4.09,"48,262",745,"18,637","18,204","9,220","1,684",517
Endless Night,Agatha Christie,3.81,"31,670","3,225","8,734","11,619","8,477","2,278",562
The Obscene Bird of Night,José Donoso,4.16,"2,821",323,"1,391",798,408,153,71
The Death of Virgil,Hermann Broch,4.17,"1,397",179,719,364,191,84,39
The Feast of All Saints,Anne Rice,3.87,"18,062",460,"5,954","5,822","4,607","1,300",379
C.P. Cavafy: Collected Poems,Constantinos P. Cavafy,4.38,"4,041",299,"2,264","1,213",450,79,35
Miss Pettigrew Lives for a Day,Winifred Watson,3.98,"16,030","2,387","5,141","6,489","3,507",668,225
The State and Revolution,Vladimir Lenin,4.22,"11,794",915,"6,020","3,335","1,700",505,234
L'Œuvre au noir,Marguerite Yourcenar,4.05,"4,743",343,"1,915","1,634",821,279,94
Rhinocéros,Eugène Ionesco,3.85,"14,647",668,"4,292","5,548","3,492",971,344
Dreams Underfoot,Charles de Lint,4.12,"8,680",521,"3,574","3,168","1,477",304,157
The Treasure of the Sierra Madre,B. Traven,4.10,"2,419",282,887,984,460,74,14
The Watsons Go to Birmingham - 1963,Christopher Paul Curtis,3.99,"65,243","5,305","24,253","22,770","13,143","3,700","1,377"
Running Out of Time,Margaret Peterson Haddix,3.99,"25,337","1,741","8,650","9,548","5,731","1,136",272
Devil's Bride,Stephanie Laurens,4.08,"21,178","1,410","8,777","7,132","3,776","1,087",406
No Exit,Jean-Paul Sartre,4.12,"35,449","1,909","14,502","13,234","5,837","1,334",542
Four Past Midnight,Stephen King,3.94,"105,305","1,972","32,233","41,085","26,790","4,310",887
Forever Peace,Joe Haldeman,3.75,"20,440",633,"5,001","7,704","5,816","1,485",434
Jealousy,Alain Robbe-Grillet,3.59,"2,647",218,682,822,679,309,155
Aura,Carlos Fuentes,3.81,"31,782","2,742","8,942","11,639","8,199","2,251",751
Real: The Letters of Mina Harker and Sam d'Allesandro,Dodie Bellamy,4.22,46,5,22,15,6,3,0
Belle du Seigneur,Albert Cohen,4.10,"3,327",258,"1,644",877,463,192,151
The Enchanted April,Elizabeth von Arnim,3.93,"24,891","3,734","7,641","9,823","5,752","1,308",367
Briefing for a Descent Into Hell,Doris Lessing,3.73,"2,097",231,568,727,546,187,69
Danse Macabre,Stephen King,3.66,"27,590","1,166","6,521","9,040","8,814","2,553",662
Dear Mr. Henshaw,Beverly Cleary,3.77,"39,654","1,851","11,636","12,782","10,942","3,107","1,187"
The Bronze Bow,Elizabeth George Speare,3.99,"23,383","2,132","8,840","8,075","4,560","1,259",649
Baby,Patricia MacLachlan,4.09,"2,004",258,808,696,390,87,23
Three Lives,Gertrude Stein,3.09,"3,887",392,513,883,"1,317",791,383
The Andromeda Strain,Michael Crichton,3.91,"245,812","5,254","72,046","95,935","63,590","12,082","2,159"
Sexing the Cherry,Jeanette Winterson,3.83,"16,808","1,168","4,912","6,160","4,149","1,214",373
The Moor's Last Sigh,Salman Rushdie,3.93,"13,522",747,"4,088","5,507","2,978",752,197
The Music of Chance,Paul Auster,3.92,"11,195",615,"3,107","4,834","2,606",538,110
Mother,Maxim Gorky,3.97,"15,763","1,225","5,373","5,967","3,240",866,317
A Personal Matter,Kenzaburō Ōe,3.89,"11,970","1,161","3,476","4,868","2,714",708,204
Xenocide,Orson Scott Card,3.81,"151,978","4,223","40,833","56,604","41,609","10,395","2,537"
La Symphonie pastorale,André Gide,3.63,"5,786",430,"1,200","2,065","1,863",500,158
Caresses Soft as Sandpaper,Clint Catalyst,4.20,20,2,8,10,1,0,1
Dogs in Lingerie,Danielle Willis,4.30,54,5,31,11,10,1,1
Collected Works: Wise Blood / A Good Man Is Hard to Find / The Violent Bear It Away / Everything That Rises Must Converge / Essays and Letters,Flannery O'Connor,4.51,"3,239",201,"2,098",816,234,48,43
The Fifth Elephant,Terry Pratchett,4.29,"69,215","1,787","32,651","25,867","9,107","1,126",464
Free to Choose: A Personal Statement,Milton Friedman,4.22,"8,401",495,"4,122","2,670","1,139",282,188
Practical English Usage,Michael Swan,4.30,"1,380",78,796,349,137,49,49
Walking Through Clear Water in a Pool Painted Black,Cookie Mueller,4.49,"1,396",161,849,411,113,18,5
The Shadow of the Sun,Ryszard Kapuściński,4.39,"13,556","1,087","7,278","4,623","1,366",231,58
Queen of the Darkness,Anne Bishop,4.37,"27,363",754,"15,601","7,586","3,194",711,271
Ægypt,John Crowley,3.82,"2,018",212,646,717,389,185,81
View with a Grain of Sand: Selected Poems,Wisława Szymborska,4.33,"4,655",356,"2,473","1,465",532,134,51
Gardens of the Moon,Steven Erikson,3.91,"108,547","7,271","37,056","39,295","21,192","7,215","3,789"
The Gods Themselves,Isaac Asimov,4.09,"59,869","2,349","22,646","23,169","11,407","2,096",551
The Pigman,Paul Zindel,3.60,"27,361","1,557","6,131","8,963","8,388","2,838","1,041"
The Eyes of the Overworld,Jack Vance,4.14,"4,234",285,"1,802","1,479",721,188,44
Use of Weapons,Iain M. Banks,4.17,"44,844","2,085","19,365","16,218","7,266","1,586",409
Space,James A. Michener,3.99,"6,324",352,"2,107","2,524","1,314",307,72
Vienna Prelude,Bodie Thoene,4.26,"9,866",633,"4,912","3,255","1,246",271,182
Heaven to Betsy,Maud Hart Lovelace,4.30,"5,888",288,"3,093","1,769",818,139,69
The Puppet Masters,Robert A. Heinlein,3.88,"31,921",762,"9,127","12,325","8,474","1,615",380
Bumi Manusia,Pramoedya Ananta Toer,4.41,"18,745","1,994","10,924","5,547","1,654",352,268
Soul Music,Terry Pratchett,4.05,"74,892","2,231","26,672","28,786","16,193","2,659",582
In Dubious Battle,Warren French,3.91,"13,410",918,"3,833","5,542","3,227",616,192
